ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/04/2026;COBERTURA;IMPORTE AFILIADO
46312;valsartán+amlodipina;NOSTER;10/160 mg comp.x 28;Adium;$ 44689.09;50%;$ 22344.55
46311;valsartán+amlodipina;NOSTER;5/160 mg comp.x 28;Adium;$ 43518.92;50%;$ 21759.46
51771;valsartán+amlodipina;NOSTER;5/320 mg comp.x 28;Adium;$ 53146.22;50%;$ 26573.11
49125;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/10 mg comp.x 28;Adium;$ 56382.02;50%;$ 28191.01
49124;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/5 mg comp.x 28;Adium;$ 56382.02;50%;$ 28191.01
51770;valsartán+hidrocloroti.+amlodip.;NOSTER D;320/25/10 mg comp.x 28;Adium;$ 62836.61;50%;$ 31418.31
43288;valsartán+hidroclorotiazida;ALPERTAN D;160/12.5 mg comp.rec.x28;Adium;$ 31251.79;50%;$ 15625.9
53344;valsartán+hidroclorotiazida;ALPERTAN D;320/12.5 mg comp.rec.x28;Adium;$ 41414.19;50%;$ 20707.1
53345;valsartán+hidroclorotiazida;ALPERTAN D;320/25 mg comp.rec.x28;Adium;$ 42167.44;50%;$ 21083.72
43287;valsartán+hidroclorotiazida;ALPERTAN D;80/12.5 mg comp.rec.x 28;Adium;$ 28032.4;50%;$ 14016.2
56706;vildagliptin;VILZER;50 mg comp.x 30;Adium;$ 39724.8;100%;$ 0
56707;vildagliptin;VILZER;50 mg comp.x 60;Adium;$ 75783.14;100%;$ 0
56712;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 30;Adium;$ 53792.8;100%;$ 0
56713;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 60;Adium;$ 99618.24;100%;$ 0
56708;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 30;Adium;$ 46356.1;100%;$ 0
56709;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 60;Adium;$ 86352.73;100%;$ 0
56710;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 30;Adium;$ 44989.54;100%;$ 0
56711;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 60;Adium;$ 87347.13;100%;$ 0
53169;vit.d3;DEBLAX;cáps.bl.x 1;Adium;$ 14320.73;40%;$ 8592.44
53170;vit.d3;DEBLAX;cáps.bl.x 2;Adium;$ 20490.42;40%;$ 12294.25
13179;vit.e;ETEC 1000;cáps.blandas x 30;Adium;$ 51090.21;40%;$ 30654.13
15385;vit.e;ETEC 1000;cáps.blandas x 60;Adium;$ 79689.52;40%;$ 47813.71
163;atropina,sulfato;ALCON ATROPINA 1%;1% sol.oft.x 5 ml;Alcon;$ 13577.9;50%;$ 6788.95
174;nafazolina+feniramina;MIRUS;sol.oft.x 15 ml;Alcon;$ 11992.44;50%;$ 5996.22
35520;polietilenglicol+propilenglicol;SYSTANE;drop tainer fco.x 15 ml;Alcon;$ 27404.67;50%;$ 13702.34
47668;polietilenglicol+propilenglicol;SYSTANE GEL EN GOTAS;gel oft.en gotas x 10 ml;Alcon;$ 28162.09;50%;$ 14081.05
44216;polietilenglicol+propilenglicol;SYSTANE ULTRA;sol.oft.estéril x 10 ml;Alcon;$ 27404.67;50%;$ 13702.34
61265;polietilenglicol+propilenglicol+;SYSTANE HIDRATACION SP;sol.oft.estéril x 10 ml;Alcon;$ 27404.68;50%;$ 13702.34
140;proparacaína;ANESTALCON;fco.x 15 ml;Alcon;$ 12841.86;50%;$ 6420.93
46655;propilenglicol;SYSTANE BALANCE;sol.oft.estéril x 10 ml;Alcon;$ 28162.09;50%;$ 14081.05
62972;propilenglicol;SYSTANE COMPLETE SP;sol.oft.x 10 ml;Alcon;$ 27404.68;50%;$ 13702.34
56594;propilenglicol;SYSTANE COMPLETE;sol.oft.x 10 ml;Alcon;$ 27404.68;50%;$ 13702.34
138;tropicamida;ALCON MYDRIL;1% sol.oft.x 5 ml;Alcon;$ 13751.71;50%;$ 6875.86
46381;adapaleno;SINAC;0.3% gel x 30 g;Andr¿maco;$ 35001.46;50%;$ 17500.73
299;betametasona+gentamic.+miconazol;MACRIL;cr.x 20 g;Andr¿maco;$ 21586.84;40%;$ 12952.1
39726;betametasona+salicílico,ác.;BETASALIC;loc.x 40 ml;Andr¿maco;$ 21957.58;40%;$ 13174.55
33250;betametasona+salicílico,ác.;BETASALIC;ung.x 15 g;Andr¿maco;$ 18374.67;40%;$ 11024.8
17036;butamirato,citrato;TALASA NF;jbe.x 120 ml;Andr¿maco;$ 16511.85;50%;$ 8255.93
23212;clobetasol;SALAC;cr.x 20 g;Andr¿maco;$ 23118.2;40%;$ 13870.92
50120;clobetasol;SALAC;cr.x 30 g;Andr¿maco;$ 32454.46;40%;$ 19472.68
23213;clobetasol;SALAC;loc.x 40 ml;Andr¿maco;$ 34197.97;40%;$ 20518.78
43829;clobetasol;SALAC;shamp.x 140 ml;Andr¿maco;$ 50309.14;40%;$ 30185.48
23211;clobetasol;SALAC;ung.x 20 g;Andr¿maco;$ 20442.33;40%;$ 12265.4
48143;fluconazol;FLUPEC;150 mg comp.x 2;Andr¿maco;$ 17930.81;50%;$ 8965.41
48144;fluconazol;FLUPEC;150 mg comp.x 4;Andr¿maco;$ 31957.69;50%;$ 15978.85
48145;fluconazol;FLUPEC;150 mg comp.x 8;Andr¿maco;$ 54797.38;50%;$ 27398.69
42663;fusídico,ác.;ACIFUSIN;cr.x 15 g;Andr¿maco;$ 16023.65;60%;$ 6409.46
42665;fusídico,ác.+betametasona;ACIFUSIN B;cr.x 15 g;Andr¿maco;$ 29017.25;40%;$ 17410.35
38925;hidrocortisona;DEMACORT;cr.x 15 g;Andr¿maco;$ 10675.59;50%;$ 5337.8
50965;hidrocortisona+asoc.;HIPOGLOS CON HIDROCORTISONA;pda.x 15 g;Andr¿maco;$ 8053.02;50%;$ 4026.51
5657;ketoconazol;FITONAL;comp.x 20;Andr¿maco;$ 15172.14;40%;$ 9103.28
5718;ketoconazol;FITONAL;cr.x 30 g;Andr¿maco;$ 16715.26;40%;$ 10029.16
36791;levocetirizina;LEVOMINE;5 mg comp.x 10;Andr¿maco;$ 9890.38;50%;$ 4945.19
44841;levocetirizina;LEVOMINE;5 mg comp.x 30;Andr¿maco;$ 25191;50%;$ 12595.5
12137;mebendazol;MEBUTAR 200;comp.x 6;Andr¿maco;$ 12759.81;50%;$ 6379.91
12138;mebendazol;MEBUTAR 200;susp.x 30 ml;Andr¿maco;$ 14449.65;50%;$ 7224.83
302;mebendazol+tinidazol;MEBUTAR COMPUESTO;comp.rec.x 6;Andr¿maco;$ 12009.55;50%;$ 6004.78
32780;mebendazol+tinidazol;MEBUTAR COMPUESTO;pvo.susp.oral x 18 g;Andr¿maco;$ 13637.94;50%;$ 6818.97
19976;miconazol;DERALBINE;cr.x 40 g;Andr¿maco;$ 17103.68;40%;$ 10262.21
19978;miconazol;DERALBINE;loc.x 40 ml;Andr¿maco;$ 18490.56;40%;$ 11094.34
26902;miconazol;DERALBINE;pvo.en spray x 90 g;Andr¿maco;$ 31608.09;40%;$ 18964.85
19977;miconazol;DERALBINE;pvo.x 40 g;Andr¿maco;$ 19580.66;40%;$ 11748.4
304;naproxeno;NAPRUX;250 mg comp.x 20;Andr¿maco;$ 16862.09;40%;$ 10117.25
22867;naproxeno;NAPRUX;250 mg comp.x 50;Andr¿maco;$ 36336.15;40%;$ 21801.69
636;naproxeno;NAPRUX;500 mg comp.x 20;Andr¿maco;$ 34054.8;40%;$ 20432.88
38821;naproxeno;NAPRUX;500 mg comp.x 50;Andr¿maco;$ 73708.26;40%;$ 44224.96
41754;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 10;Andr¿maco;$ 17321.06;40%;$ 10392.64
41755;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 20;Andr¿maco;$ 34208.41;40%;$ 20525.05
40274;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 10;Andr¿maco;$ 12381;50%;$ 6190.5
40275;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 30;Andr¿maco;$ 35815.81;50%;$ 17907.91
49541;salicílico,ác.+asoc.;ACNOXIN;loc.x 140 ml;Andr¿maco;$ 20286.47;50%;$ 10143.24
49916;salicílico,ác.+asoc.;ACNOXIN;spray x 140 ml;Andr¿maco;$ 24751.25;50%;$ 12375.63
42664;sodio,fusidato;ACIFUSIN;ung.x 15 g;Andr¿maco;$ 13513.06;60%;$ 5405.22
15129;tretinoína+asoc.;HIDROSAM T;0.025% env.x 20 g;Andr¿maco;$ 31778.77;50%;$ 15889.39
15130;tretinoína+asoc.;HIDROSAM T;0.050% env.x 20 g;Andr¿maco;$ 33447.63;50%;$ 16723.82
24660;tretinoína+asoc.;HIDROSAM T;0.100% env.x 20 g;Andr¿maco;$ 37617.69;50%;$ 18808.85
4758;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 100 g;Andr¿maco;$ 32826.55;40%;$ 19695.93
9422;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 50 g;Andr¿maco;$ 16830.7;40%;$ 10098.42
10207;zinc,undecilenato+asoc.;HIPOGLOS CICATRIZANTE;pvo.x 40 g;Andr¿maco;$ 16338.55;50%;$ 8169.28
28144;alendronato;MARVIL;70 mg comp.x 4;Ariston;$ 24679.57;60%;$ 9871.83
30358;alendronato;SILIDRAL 70;70 mg comp.x 4;Ariston;$ 15929.66;60%;$ 6371.86
46153;allopurinol;ALLOPURINOL HOUDE;300 mg comp.x 30;Ariston;$ 8549.49;60%;$ 3419.8
32127;allopurinol+colchicina;ARTREX RETARD;cáps.x 20;Ariston;$ 16283.66;60%;$ 6513.46
16203;allopurinol+colchicina;ARTREX RETARD;cáps.x 40;Ariston;$ 22305.18;60%;$ 8922.07
8587;arginina;LACORENE;fco.x 200 ml c/dosif.;Ariston;$ 23351.08;50%;$ 11675.54
55753;aripiprazol;ARISDAR;10 mg comp.x 30;Ariston;$ 26206.17;50%;$ 13103.09
54680;aripiprazol;ARISDAR;15 mg comp.x 30;Ariston;$ 38927.47;50%;$ 19463.74
54679;aripiprazol;ARISDAR;5 mg comp.x 30;Ariston;$ 24227.96;50%;$ 12113.98
54681;baclofeno;BACLOX;10 mg comp.x 60;Ariston;$ 24916.67;50%;$ 12458.34
60101;baclofeno;BACLOX;25 mg comp.x 30;Ariston;$ 31145.57;50%;$ 15572.79
11798;butetamato;HELIPHENICOL;susp.x 120 ml;Ariston;$ 9501.55;50%;$ 4750.78
48768;butimerina+asoc.;BUTIMERIN;pvo.x 20 g;Ariston;$ 15239.4;50%;$ 7619.7
20563;calcio,acetato;ROYEN;500 mg cáps.x 120;Ariston;$ 337435;40%;$ 202461
18981;calcio,carbonato;CALCIONAL;naranja comp.x 60;Ariston;$ 18324.16;60%;$ 7329.66
35071;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x30;Ariston;$ 9866.19;60%;$ 3946.48
35072;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x60;Ariston;$ 18176.54;60%;$ 7270.62
33558;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 30;Ariston;$ 10068.79;40%;$ 6041.27
53739;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 30;Ariston;$ 11707.01;40%;$ 7024.21
33557;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 60;Ariston;$ 18085.82;40%;$ 10851.49
53740;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 60;Ariston;$ 21081.68;40%;$ 12649.01
18622;castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;comp.rec.x 30;Ariston;$ 19094.91;50%;$ 9547.46
8576;castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;sol.x 30 ml;Ariston;$ 12689.87;50%;$ 6344.94
27676;ciprofloxacina;FLORAXINA;gts.oft.x 5 ml;Ariston;$ 7199.86;60%;$ 2879.94
56798;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 20;Ariston;$ 20852.07;50%;$ 10426.04
56799;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 30;Ariston;$ 31278.22;50%;$ 15639.11
8577;colchicina;COLCHICINA HOUDE;comp.x 20;Ariston;$ 14869.18;60%;$ 5947.67
24160;colchicina;COLCHICINA HOUDE;comp.x 60;Ariston;$ 38932.94;60%;$ 15573.18
43897;condroitín,sulfato+glucosamina;OSTATAC DUO;sob.x 30;Ariston;$ 85278.77;40%;$ 51167.26
33509;dexametasona;DEXATOTAL;4 mg comp.ran.x 10;Ariston;$ 7426.79;50%;$ 3713.4
33510;dexametasona;DEXATOTAL;4 mg comp.ran.x 20;Ariston;$ 14121.31;50%;$ 7060.66
33511;dexametasona;DEXATOTAL;8 mg comp.ran.x 10;Ariston;$ 15676.16;50%;$ 7838.08
48347;dexametasona;DEXATOTAL;8 mg comp.ran.x 20;Ariston;$ 27839.28;50%;$ 13919.64
33512;dexametasona;DEXATOTAL;8 mg comp.ran.x 30;Ariston;$ 37175.91;50%;$ 18587.96
24424;dexametasona+neomicina+asoc.;NEOSONA 100;gts.oft.x 10 ml;Ariston;$ 9350.78;50%;$ 4675.39
24423;dexametasona+neomicina+asoc.;NEOSONA 5;gts.oft.x 10 ml;Ariston;$ 6498.86;50%;$ 3249.43
59412;dexlansoprazol;ARIGASTRIL 60;cáps.x 15;Ariston;$ 26677.39;40%;$ 16006.43
59410;dexlansoprazol;ARIGASTRIL 30;cáps.x 15;Ariston;$ 19036.63;40%;$ 11421.98
59413;dexlansoprazol;ARIGASTRIL 60;cáps.x 30;Ariston;$ 51302.9;40%;$ 30781.74
59411;dexlansoprazol;ARIGASTRIL 30;cáps.x 30;Ariston;$ 35918.04;40%;$ 21550.82
25982;diclofenac sódico;NATURA FENAC;gts.oft.x 5 ml;Ariston;$ 11121.7;40%;$ 6673.02
51320;duloxetina;DUERIX;30mg cáps.lib.mod.x 14;Ariston;$ 26007.7;50%;$ 13003.85
51321;duloxetina;DUERIX;60mg cáps.lib.mod.x28;Ariston;$ 52038.23;50%;$ 26019.12
588;escina+asoc.;VENOSTASIN;gel x 50 g;Ariston;$ 20083.23;50%;$ 10041.62
43823;escitalopram;EX3;10 mg comp.x 30;Ariston;$ 32086.47;50%;$ 16043.24
43825;escitalopram;EX3;20 mg comp.x 30;Ariston;$ 58523.92;50%;$ 29261.96
46249;febuxostat;FEBUXTAT;80 mg comp.ran.x 30;Ariston;$ 68653.98;50%;$ 34326.99
11796;fenilefrina+asoc.;ALZATEN DISGRELENT;grag.x 20;Ariston;$ 12934.34;50%;$ 6467.17
530;fenilefrina+asoc.;ALZATEN;gts.x 20 ml;Ariston;$ 12541.47;50%;$ 6270.74
8573;fenobarbital;ALEPSAL;comp.x 20;Ariston;$ 8607.62;80%;$ 1721.52
12624;fenobarbital;ALEPSAL;comp.x 60;Ariston;$ 21252.05;80%;$ 4250.41
37375;finasteride;Q-PROST;5 mg comp.x 30;Ariston;$ 26422.9;50%;$ 13211.45
48603;gabapentin;ARAPENTIN;100 mg cáps.x 30;Ariston;$ 16564.03;60%;$ 6625.61
48604;gabapentin;ARAPENTIN;300 mg cáps.x 30;Ariston;$ 29719.53;60%;$ 11887.81
48606;gabapentin;ARAPENTIN;600 mg comp.x 30;Ariston;$ 35987.64;60%;$ 14395.06
27220;glucosamina;OSTATAC;1500 mg sob.x 20;Ariston;$ 28045.91;40%;$ 16827.55
38531;hialuronato sódico+asoc.;IURONICO BIOTIC;cr.x 30 g;Ariston;$ 26232.01;50%;$ 13116.01
36685;hialurónico,ác.;IURONICODERM;cr.x 30 g;Ariston;$ 21926.4;50%;$ 10963.2
43311;hialurónico,ác.;IURONICODERM;cr.x 90 g;Ariston;$ 49674.93;50%;$ 24837.47
28379;hidralazina;HYDRAPRES;50 mg comp.x 30;Ariston;$ 64152.34;50%;$ 32076.17
24428;hidroxipropilmetilcelulosa;NATURA LAGRIMAS;gts.oft.x 15 ml;Ariston;$ 10589.08;50%;$ 5294.54
32364;hierro+vit.b12+fólico,ác.;TENVIC;comp.rec.x 20;Ariston;$ 6019.22;50%;$ 3009.61
43146;hierro+vit.b12+fólico,ác.;TENVIC;comp.rec.x 30;Ariston;$ 21184.11;50%;$ 10592.06
42335;ibandrónico,ác.;ADROMUX;150 mg comp.x 1;Ariston;$ 33891.63;50%;$ 16945.82
42907;ibandrónico,ác.;SILIDRAL UNO;150 mg comp.x 1;Ariston;$ 28852.08;50%;$ 14426.04
48620;ibandrónico,ác.;ADROMUX;150 mg comp.x 3;Ariston;$ 78655.47;50%;$ 39327.74
55755;lacosamida;LACOMAX;100 mg comp.x 30;Ariston;$ 90683.8;50%;$ 45341.9
55756;lacosamida;LACOMAX;200 mg comp.x 30;Ariston;$ 163471.69;50%;$ 81735.85
55754;lacosamida;LACOMAX;50 mg comp.x 30;Ariston;$ 42742.91;50%;$ 21371.46
38303;leflunomida;LEFLUNOMIDA SC;20 mg comp.rec.x 30;Ariston;$ 38240.08;50%;$ 19120.04
38738;litio,carbonato;CEGLUTION XR;comp.x 30;Ariston;$ 14039.53;50%;$ 7019.77
38739;litio,carbonato;CEGLUTION XR;comp.x 60;Ariston;$ 26176;50%;$ 13088
31104;litio,carbonato;CEGLUTION 300;tab.x 20;Ariston;$ 8244.21;50%;$ 4122.11
544;litio,carbonato;CEGLUTION 300;tab.x 50;Ariston;$ 19915.33;50%;$ 9957.67
41350;litio,carbonato;CEGLUTION 300;tab.x 90;Ariston;$ 31329.01;50%;$ 15664.51
43517;memantine;TONIBRAL;10 mg comp.rec.ran.x 30;Ariston;$ 35497.95;50%;$ 17748.98
51921;memantine;TONIBRAL XR;14 mg cáps.x 30;Ariston;$ 33486.28;50%;$ 16743.14
49536;memantine;TONIBRAL 20;20 mg comp.rec.ran.x 30;Ariston;$ 48638.97;50%;$ 24319.49
51923;memantine;TONIBRAL XR;28 mg cáps.x 30;Ariston;$ 45518.29;50%;$ 22759.15
44805;mesalazina;5XR 500;500 mg comp.x 100;Ariston;$ 122606.87;50%;$ 61303.44
44804;mesalazina;5XR 500;500 mg comp.x 50;Ariston;$ 72163.87;50%;$ 36081.94
41465;mirtazapina;TETRAZIC;30 mg comp.x 30;Ariston;$ 37373.6;50%;$ 18686.8
52079;modafinilo;VISPER;200 mg comp.x 15;Ariston;$ 28781.13;50%;$ 14390.57
52080;modafinilo;VISPER;200 mg comp.x 30;Ariston;$ 54605.06;50%;$ 27302.53
48608;naltrexona;NALCOTREX;50 mg comp.x 30;Ariston;$ 176403.72;50%;$ 88201.86
45108;otilonio,bromuro;BROMOTIL;40 mg comp.x 20;Ariston;$ 13011.09;50%;$ 6505.55
45109;otilonio,bromuro;BROMOTIL;40 mg comp.x 60;Ariston;$ 27493.19;50%;$ 13746.6
50973;paroxetina;OPTIPAR;20 mg comp.rec.x 30;Ariston;$ 30225.06;50%;$ 15112.53
52612;pregabalina;PREBIEN 150 DIVIDOSIS;150 mg comp.birran.x 30;Ariston;$ 42263.55;50%;$ 21131.78
47646;pregabalina;PREBIEN;150 mg cáps.x 28;Ariston;$ 49471.61;50%;$ 24735.81
49127;pregabalina;PREBIEN 75 DIVIDOSIS;75 mg comp.birran.x 30;Ariston;$ 35519.58;50%;$ 17759.79
47645;pregabalina;PREBIEN;75 mg cáps.x 28;Ariston;$ 30272.5;50%;$ 15136.25
49996;rifaximina;RIFAXTRIL;200 mg comp.x 20;Ariston;$ 17386.17;50%;$ 8693.09
49997;rifaximina;RIFAXTRIL;200 mg comp.x 40;Ariston;$ 34578.25;50%;$ 17289.13
54988;rifaximina;RIFAXTRIL;550 mg comp.x 10;Ariston;$ 25752.37;50%;$ 12876.19
54989;rifaximina;RIFAXTRIL;550 mg comp.x 30;Ariston;$ 66397.69;50%;$ 33198.85
54990;rifaximina;RIFAXTRIL;550 mg comp.x 60;Ariston;$ 108220.16;50%;$ 54110.08
43134;tamsulosina;UROPROST-Q;0.4 mg cáps.x 30;Ariston;$ 35202.07;50%;$ 17601.04
43135;tamsulosina;UROPROST-Q;0.4 mg cáps.x 60;Ariston;$ 57703.6;50%;$ 28851.8
50972;tióctico,ác.;AT 600;600 mg comp.rec.x 30;Ariston;$ 747.93;50%;$ 373.97
49136;tramadol;ANA-Q;50 mg comp.x 30;Ariston;$ 20993.6;50%;$ 10496.8
48495;trifluoperazina;CUAIT TRIFLUOPERAZINA;10 mg comp.x 30;Ariston;$ 20258.25;50%;$ 10129.13
48044;troxerrutina+escina;TUBARINE 1000;comp.x 30;Ariston;$ 29954.42;50%;$ 14977.21
38306;troxerrutina+escina;TUBARINE GEL;pomo x 50 g;Ariston;$ 15651.24;50%;$ 7825.62
44801;ursodesoxicólico,ác.;AUDECOL;150 mg comp.x 20;Ariston;$ 15769.74;50%;$ 7884.87
37330;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 30;Ariston;$ 48738.95;50%;$ 24369.48
39373;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 60;Ariston;$ 83243.4;50%;$ 41621.7
48496;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 20;Ariston;$ 33175.29;50%;$ 16587.65
44803;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 50;Ariston;$ 68063.28;50%;$ 34031.64
43142;venlafaxina;QUILAREX XR;150 mg comp.x 28;Ariston;$ 34368.29;50%;$ 17184.15
43140;venlafaxina;QUILAREX XR;75 mg comp.x 28;Ariston;$ 25838.74;50%;$ 12919.37
35693;venlafaxina;QUILAREX;75 mg comp.x 30;Ariston;$ 18960.53;50%;$ 9480.27
8579;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 20;Ariston;$ 17208.31;40%;$ 10324.99
13129;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 40;Ariston;$ 30981.88;40%;$ 18589.13
39585;vit.d3;STEROGYL;f.a.beb.x 2 ml;Ariston;$ 10931.7;40%;$ 6559.02
44326;vit.d3;STEROGYL 400;sol.oral x 10 ml;Ariston;$ 12870.64;40%;$ 7722.38
48793;vit.d3;STEROGYL 1000;sol.oral x 4 ml;Ariston;$ 10245.21;40%;$ 6147.13
20633;warfarina;CIRCUVIT;2 mg comp.x 20;Ariston;$ 8817;80%;$ 1763.4
38256;warfarina;CIRCUVIT;2 mg comp.x 50;Ariston;$ 19958.86;80%;$ 3991.77
20634;warfarina;CIRCUVIT;5 mg comp.x 20;Ariston;$ 10118.21;80%;$ 2023.64
38257;warfarina;CIRCUVIT;5 mg comp.x 50;Ariston;$ 21353.5;80%;$ 4270.7
26734;zolpidem;SUMENAN;10 mg comp.x 30;Ariston;$ 14054.95;50%;$ 7027.48
9136;atracurio,besilato;TRACRIUM;50 mg iny.a.x 1 x 5 ml;Aspen Argentina;$ 1547.02;50%;$ 773.51
608;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.3 ml;Aspen Argentina;$ 10731.63;60%;$ 4292.65
15062;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.4 ml;Aspen Argentina;$ 20161.28;60%;$ 8064.51
1339;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.6 ml;Aspen Argentina;$ 28848.34;60%;$ 11539.34
14924;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.8 ml;Aspen Argentina;$ 35625.04;60%;$ 14250.02
2296;alprazolam;XANAX;0.50 mg comp.x 30;Aspen Pharma;$ 4371.26;50%;$ 2185.63
2297;alprazolam;XANAX;0.50 mg comp.x 60;Aspen Pharma;$ 8877.35;50%;$ 4438.68
9744;alprazolam;XANAX;1 mg comp.x 30;Aspen Pharma;$ 6735.75;50%;$ 3367.88
2299;alprazolam;XANAX;1 mg comp.x 60;Aspen Pharma;$ 13389.12;50%;$ 6694.56
50582;amlodipina;AMLOC ODT;10 mg comp.x 30;Aspen Pharma;$ 16686.08;60%;$ 6674.43
5169;amlodipina;AMLOC;10 mg tab.x 20;Aspen Pharma;$ 22123.07;60%;$ 8849.23
11205;amlodipina;AMLOC;10 mg tab.x 30;Aspen Pharma;$ 38765.81;60%;$ 15506.32
37933;amlodipina;AMLOC;10 mg tab.x 60;Aspen Pharma;$ 66224.95;60%;$ 26489.98
50581;amlodipina;AMLOC ODT;5 mg comp.x 30;Aspen Pharma;$ 8567.93;60%;$ 3427.17
5168;amlodipina;AMLOC;5 mg tab.x 20;Aspen Pharma;$ 6561.14;60%;$ 2624.46
11204;amlodipina;AMLOC;5 mg tab.x 30;Aspen Pharma;$ 21372.12;60%;$ 8548.85
37932;amlodipina;AMLOC;5 mg tab.x 60;Aspen Pharma;$ 37274.28;60%;$ 14909.71
20505;atorvastatín;LIPITOR;10 mg comp.x 30;Aspen Pharma;$ 40723.62;60%;$ 16289.45
28136;atorvastatín;LIPITOR;10 mg comp.x 60;Aspen Pharma;$ 68474.11;60%;$ 27389.64
20506;atorvastatín;LIPITOR;20 mg comp.x 30;Aspen Pharma;$ 67543.82;60%;$ 27017.53
28137;atorvastatín;LIPITOR;20 mg comp.x 60;Aspen Pharma;$ 119541.53;60%;$ 47816.61
29111;atorvastatín;LIPITOR;40 mg comp.x 30;Aspen Pharma;$ 77867.02;60%;$ 31146.81
51549;atorvastatín;LIPITOR;80 mg comp.x 30;Aspen Pharma;$ 96289.99;60%;$ 38516
23356;celecoxib;CELEBREX;200 mg cáps.x 20;Aspen Pharma;$ 28805.31;50%;$ 14402.66
35926;doxazosina;CARDURA;2 mg tab.x 30;Aspen Pharma;$ 43970.86;50%;$ 21985.43
35927;doxazosina;CARDURA;4 mg tab.x 30;Aspen Pharma;$ 50482.17;50%;$ 25241.09
47288;eplerenona;INSPRA 50 MG;comp.x 30;Aspen Pharma;$ 38784.75;50%;$ 19392.38
47287;eplerenona;INSPRA 25 MG;comp.x 30;Aspen Pharma;$ 26514.28;50%;$ 13257.14
6193;estriol;ORGESTRIOL;cr.vag.x 15 g c/aplic.;Aspen Pharma;$ 12206.84;50%;$ 6103.42
8412;estriol;ORGESTRIOL;óv.x 10;Aspen Pharma;$ 12499.05;50%;$ 6249.53
49971;gabapentin;NEURONTIN;100 mg cáps.x 90;Aspen Pharma;$ 62332.59;60%;$ 24933.04
30093;gabapentin;NEURONTIN;300 mg cáps.x 30;Aspen Pharma;$ 40716.69;60%;$ 16286.68
16551;gabapentin;NEURONTIN;300 mg cáps.x 60;Aspen Pharma;$ 77191;60%;$ 30876.4
16552;gabapentin;NEURONTIN;400 mg cáps.x 60;Aspen Pharma;$ 96244.95;60%;$ 38497.98
27618;gabapentin;NEURONTIN;600 mg comp.rec.x 30;Aspen Pharma;$ 55915.78;60%;$ 22366.31
19634;latanoprost;XALATAN;gts.oft.x 2.5 ml;Aspen Pharma;$ 25307.33;60%;$ 10122.93
29235;latanoprost+timolol;XALACOM;gts.oft.x 2.5 ml;Aspen Pharma;$ 26096.37;50%;$ 13048.19
5360;metildopa;ALDOMET;250 mg comp.rec.x 30;Aspen Pharma;$ 8238.64;60%;$ 3295.46
5362;metildopa;ALDOMET;500 mg comp.rec.x 30;Aspen Pharma;$ 11560.95;60%;$ 4624.38
6181;nandrolona;DECA-DURABOLIN;50 mg iny.a.x 1 x 1 ml;Aspen Pharma;$ 18697.78;50%;$ 9348.89
50362;pregabalina;LYRICA;150 mg cáps.x 30;Aspen Pharma;$ 69357.77;50%;$ 34678.89
50356;pregabalina;LYRICA;25 mg cáps.x 30;Aspen Pharma;$ 16054.6;50%;$ 8027.3
50357;pregabalina;LYRICA;25 mg cáps.x 60;Aspen Pharma;$ 29721.02;50%;$ 14860.51
